,,,Утрау ГОД 2026,,,,Утрау ЯНВАРЬ,,,,Утрау ФЕВРАЛЬ,,,,2 месяца,,,Утрау МАРТ,,,,3 месяца,,,Утрау АПРЕЛЬ,,,,Утрау МАЙ,,,,Утрау ИЮНЬ,,,,Утрау ИЮЛЬ,,,,Утрау АВГУСТ,,,,Утрау СЕНТЯБРЬ,,,,Утрау ОКТЯБРЬ,,,,Утрау НОЯБРЬ,,,,Утрау ДЕКАБРЬ,,,
,,ПОЯСНЕНИЯ ,Факт год  2025,ПЛАН год 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ПЛАН 2026,ФАКТ 2026,отклонение,ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ПЛАН 2026,ФАКТ 2026,отклонение,ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026"
,ФОТ ОБЩИЙ,,67 639 597,73 548 023,32 080 407,109%,4 851 097,6 338 123,7 116 489,131%,4 389 153,5 505 000,6 198 087,125%,11 843 123,13 314 576,,4 403 310,5 552 400,6 209 227,126%,17 395 523,19 523 803,,4 379 401,5 425 500,6 195 472,124%,5 449 260,6 522 500,6 361 132,120%,5 627 153,6 524 900,,116%,6 443 476,6 524 900,,101%,7 497 875,6 530 100,,87%,6 474 599,6 527 700,,101%,6 324 051,6 027 700,,95%,6 032 318,6 027 700,,100%,5 767 904,6 041 500,,105%
,% от выручки,,"36,58","32,51","65,29",89%,"31,68","53,84","60,25",170%,"44,16","61,17","78,75",139%,"57,02","67,65",,"40,51","55,85","66,40","137,88","56,64","67,25",,"49,19","57,87","87,50","117,64","34,27","37,92","48,40","110,65","29,24","25,63",,"87,66","21,93","19,92",,"90,82","24,96","18,89",,76%,43%,29%,,67%,58%,37%,,64%,61%,37%,,61%,61%,29%,,47%
,,,"-22 028 056,00","15 572 353,00","-18 916 655,00",,,"-4 482 502,00","-4 953 616,00","0,00","-8 017 781,00","-6 047 196,00","-6 565 911,00",,,,,,"-4 696 009,00","-4 754 100,00",,,,,,"-5 760 848,00",,,,"-459 620,00","448 126,00",,,"6 578 627,00",,,,"11 913 239,00",,,,"13 779 810,00",,,,"4 104 810,00",,,,"-766 080,00",,,,"163 468,00",,,,"1 344 654,00",,
,,,,"3893088,25","-4729163,75",,,"-1120625,5",-1238404,,,,"-1641477,75",,,,,,"-1174002,25",-1188525,,,,,,-1440212,,,,-114905,"112031,5",,,"1644656,75",,,,"2978309,75",,,,"3444952,5",,,,"1026202,5",,,,-191520,,,,40867,,,,"336163,5",,
,,,0,,,,,,,,6 046 274,7 360 000,7 274 904,,,,,,,7 370 448,,,,,,,,,,9 022 500,7 447 397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комментарии,,Структура затрат по операционной деятельности,,Сумма затрат,Процент в затратах,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 471 152,,,,,,,,,,,,,
,,"Всего планируемые затраты в 2026  году, в т.ч",181 369 749,193 306 884,100%,,14 507 957,14 465 873,14 987 270,,12 227 802,13 305 311,12 700 119,,27 771 184,27 497 489,,10 005 185,12 985 000,12 432 356,,,,,13 108 707,13 425 100,10 886 791,,14 354 516,15 996 000,11 487 426,,14 756 963,17 342 400,0,,17 235 025,19 457 400,0,,19 489 663,19 551 200,0,,19 062 813,17 249 200,0,,15 810 624,15 903 200,0,,13 117 627,15 050 200,0,,17 687 867,18 576 000,0,
,"ФОТ составляет более 50% в затратах. Зарплата запланирована с учетом сезонности работ и показана с  договорами ГПХ и ИП. На сезонные работы будут привлекаться дополнительный персонал.  Но налог расчитан не на всю зарплату, а снижен  из-за оплаты части зарплаты  ИП.",ФОТ (зарплата+налоги),89 085 876,101 308 849,"52,4%",,6 170 057,8 193 949,8 436 339,,6 046 274,7 360 000,7 274 904,,15 553 949,15 711 243,,6 122 209,7 652 400,7 370 448,,,,,6 096 836,7 475 500,7 253 809,,7 118 569,9 022 500,7 447 397,,7 333 391,9 024 900,0,,8 287 984,9 024 900,0,,9 599 057,9 030 100,0,,8 535 827,9 027 700,0,,8 291 361,8 477 700,0,,7 949 309,8 477 700,0,,7 535 002,8 541 500,0,
,"Продукты запланированы с учетом  снижение фудкоста путем разработки нового меню, новых методов работы ресторана.",продукты питания,22 429 516,20 827 896,"10,8%",,1 817 309,1 526 896,1 492 914,,960 097,1 044 000,830 471,,2 570 896,2 323 385,,1 234 724,1 075 000,1 056 965,,,,,1 388 436,955 000,727 355,,2 095 704,1 495 000,986 228,,2 447 982,2 292 000,0,,3 297 922,2 990 000,0,,3 292 987,3 335 000,0,,2 095 788,2 160 000,0,,1 707 024,1 260 000,0,,1 104 792,1 205 000,0,,986 751,1 490 000,0,
,"Запланированы одноразовые принадлежности из расчета 480 руб. на номер, согласно перечня комплектации номеров (гели, шампуни, тапочки, чай, сахар, зубная паста, вода бутылированная и т.д.) . ",Комплектация номеров,3 598 079,3 927 360,"2,0%",,200 288,32 360,6 565,,164 469,170 000,232 293,,202 360,238 858,,201 257,220 000,180 508,,,,,175 170,215 000,307 183,,444 372,335 000,183 333,,336 326,420 000,,,350 798,505 000,,,910 920,505 000,,,222 640,410 000,,,233 437,355 000,,,71 805,340 000,,,286 597,420 000,,
,"Запланированы чистящие и моющие средства и расходные материалы согласно перечня и норм расхода на уборку помещений, которые нельзя снижать,  а также хоз. товары взамен сломанных для номеров и ресторана по статистике предыдущего периода","Бытовая химия, хоз товары(хорека)",4 390 025,4 118 456,"2,1%",,434 117,145 456,22 010,,179 890,158 000,252 300,,303 456,274 310,,73 706,100 000,98 121,,,,,269 385,175 000,52 889,,644 865,440 000,62 349,,499 853,450 000,0,,482 784,575 000,0,,556 127,610 000,0,,298 002,330 000,0,,444 411,425 000,0,,269 617,260 000,0,,577 268,450 000,0,
,"Затраты составляют всего 1,4 % , и от них зависит комфорт клиентов, поэтому снижать не рекомендуется. Запланированы затраты по статистике прошлых лет на бытовую технику (утюги, фены, чайники),  посуду,  скатерти на замену старых . Расходные материалы для ресторана: фольга, бумага для выпечки, перчатки, губки и т.д. Для СПА: веники, гели, шампуни, тапочки.","Бытовая техника, посуда, текстиль, расходные материалы, инструмент",2 507 988,2 940 401,"1,5%",,84 896,78 401,8 874,,98 750,97 000,58 626,,175 401,49 729,,81 500,110 000,112 192,,,,,177 151,155 000,64 207,,147 800,208 000,120 022,,174 400,330 000,0,,297 025,550 000,0,,283 063,540 000,0,,162 167,190 000,0,,148 013,200 000,0,,68 902,102 000,0,,439 321,380 000,0,
,"При интенсивной эксплуатации необходимо постоянно выполнять небольшие ремонты помещений.  Запланированы затраты по статистике за предыдущий период (ремонтно-строительные материалы: гвозди, саморезы, доски, трубы;  ковролин, лампочки, розетки, краны, выключатели, радиаторы, замки и т.д.)и составляют всего 0,4%",ТО и ремонт помещений,1 320 637,1 039 334,"0,5%",,382 615,129 134,26 357,,170 912,100 200,117 912,,229 334,108 907,,0,165 000,31 209,,,,,456 450,315 000,171 511,,3 650,15 000,32 879,,0,30 000,0,,0,65 000,0,,0,30 000,0,,109 637,25 000,0,,36 330,65 000,0,,69 043,75 000,0,,92 000,25 000,0,
,"Запланирован в основном ремонт оборудования, запчасти и услуги сторонних организаций. Покупка нового оборудования только в исключительных случаях ","Покупка, ТО и ремонт оборудования",2 191 747,1 780 887,"0,9%",,427 354,43 887,7 489,,227 138,110 000,111 620,,153 887,119 109,,26 253,75 000,9 304,,,,,360 145,100 000,36 664,,39 757,235 000,206 673,,177 058,180 000,0,,273 090,325 000,0,,171 256,200 000,0,,239 460,252 000,0,,62 541,70 000,0,,0,0,0,,187 695,190 000,0,
,"запчасти и услуги организаций по ремонту транспорта (яхта, катер, гидроциклы, снегоходы)",ТО и ремонт транспорта,1 563 871,603 500,"0,3%",,,2 500,,,2 160,3 000,4 346,,5 500,4 346,,3 650,3 000,2 016,,,,,495 900,5 000,55 250,,7 930,50 000,1 653,,7 100,100 000,,,149 964,200 000,,,220 700,180 000,,,24 900,25 000,,,,,,,11 095,15 000,,,640 472,20 000,,
,Обязательна для персонала ,Униформа,154 231,155 000,"0,1%",,0,0,0,,0,0,0,,0,0,,0,0,0,,,,,0,0,0,,0,0,4 323,,0,0,0,,35 320,30 000,0,,64 266,70 000,0,,43 845,45 000,0,,0,0,0,,0,0,0,,10 800,10 000,0,
,Запланированы по статистике прошлого периода с учетом изменения тарифов. ,Коммунальные платежи,19 882 420,22 011 508,"11,4%",,1 311 754,2 250 208,2 679 815,,2 310 269,2 063 100,2 215 340,,4 313 308,4 895 155,,878 870,1 504 100,2 049 824,,,,,1 812 176,1 648 100,1 267 782,,1 579 856,1 380 000,1 136 672,,1 173 679,1 323 000,0,,1 267 309,1 695 000,0,,1 355 194,1 560 000,0,,1 507 698,1 563 000,0,,2 229 638,2 235 000,0,,1 375 617,2 095 000,0,,3 080 360,2 695 000,0,
,Канц товары по статистике прошлого периода. Орг. Техника по мере необходимости взамен устаревшей или для нового рабочего места,Канц. товары и орг. техника,534 287,619 603,"0,3%",,2 948,94 603,62 710,,19 743,65 000,5 763,,159 603,68 473,,0,8 000,28 628,,,,,43 197,35 000,5 650,,54 621,60 000,28 494,,14 212,15 000,0,,42 324,45 000,0,,191 475,130 000,0,,33 280,32 000,0,,81 577,85 000,0,,25 888,25 000,0,,25 022,25 000,0,
,,"Услуги организаций, всего в т.ч.",24 605 364,25 782 359,"13,3%",,2 245 134,1 675 848,1 984 911,,1 385 495,1 367 011,1 442 415,,3 042 859,3 312 217,,979 492,1 312 500,1 125 941,,,,,1 529 652,1 373 000,866 732,,1 867 537,2 395 500,1 077 462,,2 279 559,2 579 500,0,,2 109 628,2 643 500,0,,2 217 050,2 715 500,0,,3 279 836,2 852 500,0,,1 930 202,1 777 500,0,,1 476 496,1 630 500,0,,3 305 283,3 459 500,0,
,"Самая большая сумма по услугам. Но снизить затраты нельзя, так как стирка запланирована с учетом загрузки номеров из расчета 100 руб. за кг. (на один номер затраты составляют 900 руб.)","стирка, химчистка, клининг",7 225 146,8 651 050,"4,5%",,580 989,362 050,427 493,,375 829,335 000,339 727,,697 050,767 220,,311 516,440 000,394 133,,,,,763 725,440 000,362 934,,650 255,712 000,434 996,,911 066,1 185 000,0,,640 858,1 000 000,0,,731 530,1 000 000,0,,845 619,947 000,0,,515 043,720 000,0,,488 441,690 000,0,,410 275,820 000,0,
,"Обслуживание котлов согласно договору, снизить нельзя. Чистка канализации, ремонт электросетей по статистике прошлого перида",ТО и ремонт инженерных сетей,1 057 781,1 220 000,"0,6%",,76 000,50 000,,,,90 000,37 355,4 010 500,140 000,37 355,,25 000,70 000,,,,,,150 000,80 000,100 000,,,70 000,20 000,,75 000,75 000,,,32 000,75 000,,,,70 000,,,401 507,300 000,,,40 000,70 000,,,88 774,120 000,,,169 500,150 000,,
,"Очистка снега, уборка территории, обрезка веток, вывоз мусора- по статистике прошлого периода",Содержание территории отеля,732 420,1 693 500,"0,9%",,,53 500,53 500,,,90 000,302 097,,143 500,355 597,,,,,,,,,,50 000,6 127,,206 220,650 000,3 880,,34 200,150 000,,,,150 000,,,,150 000,,,492 000,400 000,,,,,,,,,,,,,,
,Затраты запланированы по статистике прошлого периода,"Вознаграждение % за парения и массажи, услуги спасателя",1 251 255,1 097 000,"0,6%",,60 920,0,0,,49 800,52 000,0,5 405 232,52 000,0,,100 000,50 000,0,,,,,133 440,60 000,0,,52 900,55 000,0,,100 000,105 000,0,,255 280,255 000,0,,248 665,250 000,0,,50 000,50 000,0,,115 590,115 000,0,,55 160,55 000,0,,29 500,50 000,0,
,"Запланировано согласно планируемых прадаж, снизить нельзя",Агентское вознаграждение Трэвел лайн,1 617 826,1 703 754,"0,9%",4 787 805,92 857,73 754,121 516,,94 644,95 000,109 221,,168 754,230 737,,114 698,115 000,132 689,,,,,66 399,90 000,82 027,,85 318,100 000,173 075,,138 705,150 000,,,193 528,205 000,,,278 472,305 000,,,228 250,230 000,,,137 401,145 000,,,91 305,95 000,,,96 249,100 000,,
,"Запланировано согласно заключенных договоров, снизить нельзя",IT технологии и ПО,1 712 827,2 205 467,"1,1%",,89 690,87 967,223 254,,77 390,187 500,123 565,,275 467,231 710,,50 490,152 500,130 887,,,,,126 590,182 500,73 905,,362 890,252 500,86 146,,193 430,232 500,0,,157 373,197 500,0,,223 406,202 500,0,,51 280,182 500,0,,113 880,182 500,0,,54 780,172 500,0,,211 628,172 500,0,
,Запланировано по статистике прошлого периода,Подбор персонала,364 742,188 632,"0,1%",,7 747,21 132,14 166,,0,10 000,2 356,,31 132,16 522,,3 958,10 000,,,,,,14 377,15 500,1 820,,223 863,10 000,6 411,,10 242,12 000,,,9 879,11 000,,,17 664,18 000,,,25 412,28 000,,,4 187,5 000,,,17 478,18 000,,,29 935,30 000,,
,Затраты на запланированные  услуги,"Правовые и консультационные услуги, аудит",2 287 416,614 013,"0,3%",,261 600,504 013,456 201,,138 000,0,17 000,,504 013,473 201,,76 815,0,4 660,,,,,126 000,0,4 660,,0,0,4 660,,0,0,0,,100 000,0,0,,13 071,0,0,,484 303,110 000,0,,500 656,0,0,,293 300,0,0,,293 671,0,0,
,"Запланировано согласно заключенных договоров, снизить нельзя",Услуги банка (комиссия по эквайрингу),1 101 757,1 216 132,"0,6%",,61 305,86 132,86 132,,91 844,95 000,77 534,,181 132,163 666,,68 342,80 000,72 552,,,,,48 825,85 000,,,74 971,85 000,,,92 775,95 000,,,123 188,125 000,,,168 716,170 000,,,93 044,95 000,,,86 207,90 000,,,65 445,80 000,,,127 095,130 000,,
,"Запланировано согласно заключенных договоров, снизить нельзя","Услуги связи, Интернет",1 457 152,1 496 011,"0,8%",,104 676,112 500,104 203,,107 246,112 511,101 231,,225 011,205 434,,115 273,115 000,103 646,,,,,100 296,120 000,89 968,,130 348,131 000,106 166,,127 367,130 000,,,134 588,135 000,,,143 261,140 000,,,128 279,130 000,,,121 179,120 000,,,111 813,120 000,,,132 826,130 000,,
,"Запланировано по статистике прошлого периода. Затраты неизбежны, так как отель находится за городом",Доставка персонала,2 161 402,3 325 000,"1,7%",,49 773,250 000,175 024,,202 612,250 000,332 329,,500 000,507 353,,26 100,250 000,287 374,,,,,,250 000,145 291,,80 772,280 000,208 618,,211 774,280 000,,,285 774,300 000,,,364 515,360 000,,,245 757,280 000,,,269 059,280 000,,,210 000,280 000,,,215 266,265 000,,
,"Затраты на фейерверки, фото зоны, музыкальное сопровождение, декор.",Организация мероприятий,3 635 640,2 371 800,"1,2%",,859 577,74 800,323 422,,248 130,50 000,0,,124 800,323 422,,87 300,30 000,0,,,,,0,0,0,,0,50 000,33 510,,385 000,165 000,0,,177 160,190 000,0,,27 750,50 000,0,,234 385,100 000,0,,27 000,50 000,0,,0,0,0,,1 589 338,1 612 000,0,
,"Реклама в интернете, соц  сетях, буклеты",реклама,2 075 230,2 731 060,"1,4%",,148 080,131 060,97 913,,105 600,200 000,96 538,,331 060,194 451,,100 000,200 000,154 071,,,,,233 220,250 000,176 468,,145 280,250 000,137 543,,188 000,300 000,,,260 000,300 000,,,100 000,300 000,,,165 050,200 000,,,180 000,200 000,,,200 000,200 000,,,250 000,200 000,,
,"Обязательные платежи по прочим налогам, аренде квартиры и помещения, медосмотру, госпошлины и т.д. Снизить нельзя","прочее (налоги, представительские, аренда помещений, квартир, аренда оборудования, лабораторные испытания, непредвиденные расходы)",7 030 478,5 460 671,"2,8%",,1 283 405,161 571,161 373,,557 005,568 000,57 591,,729 571,197 306,,303 524,560 000,213 129,,,,,70 989,723 500,-98 709,,204 575,110 000,62 398,,125 403,298 000,0,,380 877,509 000,0,,527 568,345 600,0,,2 344 683,137 000,0,,466 090,753 000,0,,495 063,625 000,0,,271 296,670 000,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Вывод по бюджету,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,79%,,,,"Самые большие суммы - это ФОТ, продукты питания, коммунальные платежи и химчистка. Вместе они составляют 79%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6%,,,,"6%  составляют: комплектация номеров, бытовая химия. хоз.товары (хорека),доставка персонала",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,85%,,,,ИТОГО  85 %  в затратах. Это основные затраты отеля.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Все остальные затраты составляют 15 % в общих затратах. Они  расчитаны либо по  обязательствам платежам, которые тоже нельзя снизить, либо по  оптимальному потребленю из расчета самого необходимого.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"По 2026 году по операционной деятельности планируется прибыль в размере 33,3 млн руб. Но с учетом запланированной выплаты по кредитам  и процентам по кредитам в сумме 37,5 млн. руб. общий  результат будет отрицательный",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,    Фонд оплаты труда (ФОТ),89 085 876,,,,6 170 057,8 193 949,8 436 339,,6 046 274,7 360 000,7 274 904,,,,,6 122 209,7 652 400,7 370 448,,,,,6 096 836,7 475 500,7 253 809,3 792 965,7 118 569,9 022 500,7 447 397,4 027 923,7 333 391,9 024 900,0,4 982 115,8 287 984,9 024 900,0,5 856 186,9 599 057,9 030 100,0,5 768 884,8 535 827,9 027 700,0,5 163 394,8 291 361,8 477 700,0,5 478 223,7 949 309,8 477 700,0,5 251 760,7 535 002,8 541 500,0,5 492 710
,,    Продукты & напитки,22 429 516,,,,1 817 309,1 526 896,1 492 914,,960 097,1 044 000,830 471,,,,,1 234 724,1 075 000,1 056 965,,,,,1 388 436,955 000,727 355,1 031 873,2 095 704,1 495 000,986 228,1 765 136,2 447 982,2 292 000,0,3 433 416,3 297 922,2 990 000,0,3 403 813,3 292 987,3 335 000,0,3 056 770,2 095 788,2 160 000,0,1 687 298,1 707 024,1 260 000,0,1 258 453,1 104 792,1 205 000,0,1 284 196,986 751,1 490 000,0,1 975 188
,,    Коммунальные услуги,19 882 420,,,,1 311 754,2 250 208,2 679 815,,2 310 269,2 063 100,2 215 340,,,,,878 870,1 504 100,2 049 824,,,,,1 812 176,1 648 100,1 267 782,1 281 684,1 579 856,1 380 000,1 136 672,1 003 261,1 173 679,1 323 000,0,686 736,1 267 309,1 695 000,0,964 692,1 355 194,1 560 000,0,958 652,1 507 698,1 563 000,0,1 068 444,2 229 638,2 235 000,0,1 012 789,1 375 617,2 095 000,0,1 556 942,3 080 360,2 695 000,0,2 311 356
,,"    Услуги (стирка, химчиска)",7 225 146,,,,580 989,362 050,427 493,,375 829,335 000,339 727,,,,,311 516,440 000,394 133,,,,,763 725,440 000,362 934,351 720,650 255,712 000,434 996,373 485,911 066,1 185 000,0,536 951,640 858,1 000 000,0,707 177,731 530,1 000 000,0,1 060 245,845 619,947 000,0,777 458,515 043,720 000,0,291 597,488 441,690 000,0,430 280,410 275,820 000,0,642 840
,,"    Хоз. товары (хорека), бытовая химия, расход.материалы",6 898 013,,,,519 013,223 857,30 884,,278 640,255 000,310 926,,,,,155 206,210 000,210 313,,,,,446 536,330 000,117 096,538 166,792 665,648 000,182 371,674 789,674 253,780 000,0,875 615,779 809,1 125 000,0,1 162 527,839 190,1 150 000,0,671 079,460 169,520 000,0,504 527,592 424,625 000,0,462 749,338 519,362 000,0,846 445,1 016 589,830 000,0,10 422 094 ₽
,,"    Комлектация номеров, руб.",3 598 079,,,,200 288,32 360,6 565,,164 469,170 000,232 293,,,,,201 257,220 000,180 508,,,,,175 170,215 000,307 183,243 615,444 372,335 000,183 333,498 586,336 326,420 000,,391 100,350 798,505 000,,510 120,910 920,505 000,,605 303,222 640,410 000,,350 620,233 437,355 000,,307 899,71 805,340 000,,355 300,286 597,420 000,,325 600
,,    Доставка персонала,2 161 402,,,,49 773,250 000,175 024,,202 612,250 000,332 329,,,,,26 100,250 000,287 374,,,,,,250 000,145 291,238 000,80 772,280 000,208 618,248 550,211 774,280 000,,268 960,285 774,300 000,,271 500,364 515,360 000,,265 269,245 757,280 000,,221 000,269 059,280 000,,236 000,210 000,280 000,,201 000,215 266,265 000,,246 000
,,    Реклама,2 075 230,,,,148 080,131 060,97 913,,105 600,200 000,96 538,,,,,100 000,200 000,154 071,,,,,233 220,250 000,176 468,139 216,145 280,250 000,137 543,146 377,188 000,300 000,,211 757,260 000,300 000,,88 242,100 000,300 000,,141 158,165 050,200 000,,246 276,180 000,200 000,,329 356,200 000,200 000,,128 979,250 000,200 000,,203 191
,,"     ПО,  TravelLine, интернет, связь",4 787 805,,,,287 223,274 221,448 973,,279 280,395 011,334 017,,,,,280 461,382 500,367 222,,,,,293 285,392 500,245 900,278 402,578 556,483 500,365 387,261 063,459 502,512 500,0,265 455,485 489,537 500,0,439 944,645 139,647 500,0,371 702,407 809,542 500,0,316 314,372 460,447 500,0,326 130,257 898,387 500,0,246 985,440 703,402 500,0,377 047
,,"    Прочее (услуги сторонних организаций: содержание и ремонт оборуд. и зданий, содержание территории и др) ",23 226 262,,,,3 423 471,1 221 272,1 191 350,,1 504 732,1 233 200,733 574,,,,,694 842,1 051 000,361 498,,,,,1 947 792,1 469 000,282 973,1 556 691,1 046 657,1 390 000,404 881,740 740,1 020 990,1 225 000,0,1 693 356,1 579 082,1 980 000,0,3 583 787,1 651 131,1 663 600,0,1 840 504,4 576 456,1 599 000,0,1 676 453,1 420 178,1 303 000,0,1 714 702,1 121 246,1 013 000,0,937 280,3 466 324,2 912 000,0,6 296 578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ИТОГО,181 369 749,193 306 884,62 493 962,154 462 895,14 507 957,14 465 873,14 987 270,8 839 090,12 227 802,13 305 311,12 700 119,9 119 357,0,0,0,10 005 185,12 985 000,12 432 356,9 277 738,0,0,0,13 157 176,13 425 100,10 886 791,9 452 332,14 532 686,15 996 000,11 487 426,9 739 910,14 756 963,17 342 400,0,13 345 461,17 235 025,19 457 400,0,16 987 988,19 489 663,19 551 200,0,14 739 566,19 062 813,17 249 200,0,12 011 784,15 810 624,15 903 200,0,11 417 898,13 117 627,15 050 200,0,11 239 167,17 687 867,18 576 000,0,28 292 604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 452 332,,,,9 739 910,,,,13 345 461,,,,16 987 988,,,,14 739 566,,,,12 011 784,,,,11 417 898,,,,11 239 167,,,,18 699 818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,-9 592 786
